System,Composition [decimal],Steps [-],Job,Crystallization
Al-Ag,Ag0.94,5000,job4,False
Al-Ag,Ag0.94,5000,job10,False
Al-Ag,Ag0.94,2000,job1,False
Al-Ag,Ag0.94,2000,job2,False
Al-Ag,Ag0.94,2000,job3,False
Al-Ag,Ag0.94,2000,job6,False
Al-Ag,Ag0.94,2000,job8,False
Al-Ag,Ag0.94,2000,job7,False
Al-Ag,Ag0.94,2000,job5,False
Al-Ag,Ag0.94,2000,job9,False
Al-Ag,Ag0.94,2000,job4,False
Al-Ag,Ag0.94,2000,job10,False
Al-Ag,Ag0.94,6667,job1,False
Al-Ag,Ag0.94,6667,job2,False
Al-Ag,Ag0.94,6667,job3,False
Al-Ag,Ag0.94,6667,job6,False
Al-Ag,Ag0.94,6667,job8,False
Al-Ag,Ag0.94,6667,job7,False
Al-Ag,Ag0.94,6667,job5,False
Al-Ag,Ag0.94,6667,job9,False
Al-Ag,Ag0.94,6667,job4,False
Al-Ag,Ag0.94,6667,job10,False
Al-Ag,Ag0.94,10000,job1,False
Al-Ag,Ag0.94,10000,job2,False
Al-Ag,Ag0.94,10000,job3,False
Al-Ag,Ag0.94,10000,job6,False
Al-Ag,Ag0.94,10000,job8,False
Al-Ag,Ag0.94,10000,job7,False
Al-Ag,Ag0.94,10000,job5,False
Al-Ag,Ag0.94,10000,job9,False
Al-Ag,Ag0.94,10000,job4,False
Al-Ag,Ag0.94,10000,job10,False
Al-Ag,Ag0.94,20000,job1,False
Al-Ag,Ag0.94,20000,job2,False
Al-Ag,Ag0.94,20000,job3,False
Al-Ag,Ag0.94,20000,job6,False
Al-Ag,Ag0.94,20000,job8,False
Al-Ag,Ag0.94,20000,job7,False
Al-Ag,Ag0.94,20000,job5,False
Al-Ag,Ag0.94,20000,job9,False
Al-Ag,Ag0.94,20000,job4,False
Al-Ag,Ag0.94,20000,job10,False
Al-Ag,Ag0.94,50000,job1,False
Al-Ag,Ag0.94,50000,job2,False
Al-Ag,Ag0.94,50000,job3,False
Al-Ag,Ag0.94,50000,job6,False
Al-Ag,Ag0.94,50000,job8,False
Al-Ag,Ag0.94,50000,job7,False
Al-Ag,Ag0.94,50000,job5,False
Al-Ag,Ag0.94,50000,job9,False
Al-Ag,Ag0.94,50000,job4,False
Al-Ag,Ag0.94,50000,job10,False
Al-Ag,Ag0.94,66667,job1,False
Al-Ag,Ag0.94,66667,job2,False
Al-Ag,Ag0.94,66667,job3,False
Al-Ag,Ag0.94,66667,job6,True
Al-Ag,Ag0.94,66667,job8,False
Al-Ag,Ag0.94,66667,job7,False
Al-Ag,Ag0.94,66667,job5,False
Al-Ag,Ag0.94,66667,job9,False
Al-Ag,Ag0.94,66667,job4,False
Al-Ag,Ag0.94,66667,job10,False
Al-Ag,Ag0.04,667,job1,False
Al-Ag,Ag0.04,667,job2,False
Al-Ag,Ag0.04,667,job3,False
Al-Ag,Ag0.04,667,job6,False
Al-Ag,Ag0.04,667,job8,False
Al-Ag,Ag0.04,667,job7,False
Al-Ag,Ag0.04,667,job5,False
Al-Ag,Ag0.04,667,job9,False
Al-Ag,Ag0.04,667,job4,False
Al-Ag,Ag0.04,667,job10,False
Al-Ag,Ag0.04,1000,job1,False
Al-Ag,Ag0.04,1000,job2,False
Al-Ag,Ag0.04,1000,job3,False
Al-Ag,Ag0.04,1000,job6,False
Al-Ag,Ag0.04,1000,job8,False
Al-Ag,Ag0.04,1000,job7,False
Al-Ag,Ag0.04,1000,job5,False
Al-Ag,Ag0.04,1000,job9,False
Al-Ag,Ag0.04,1000,job4,False
Al-Ag,Ag0.04,1000,job10,False
Al-Ag,Ag0.04,5000,job1,False
Al-Ag,Ag0.04,5000,job2,False
Al-Ag,Ag0.04,5000,job3,False
Al-Ag,Ag0.04,5000,job6,False
Al-Ag,Ag0.04,5000,job8,False
Al-Ag,Ag0.04,5000,job7,False
Al-Ag,Ag0.04,5000,job5,False
Al-Ag,Ag0.04,5000,job9,False
Al-Ag,Ag0.04,5000,job4,False
Al-Ag,Ag0.04,5000,job10,False
Al-Ag,Ag0.04,2000,job1,False
Al-Ag,Ag0.04,2000,job2,False
Al-Ag,Ag0.04,2000,job3,False
Al-Ag,Ag0.04,2000,job6,False
Al-Ag,Ag0.04,2000,job8,False
Al-Ag,Ag0.04,2000,job7,False
Al-Ag,Ag0.04,2000,job5,False
Al-Ag,Ag0.04,2000,job9,False
Al-Ag,Ag0.04,2000,job4,False
Al-Ag,Ag0.04,2000,job10,False
Al-Ag,Ag0.04,6667,job1,False
Al-Ag,Ag0.04,6667,job2,False
Al-Ag,Ag0.04,6667,job3,False
Al-Ag,Ag0.04,6667,job6,False
Al-Ag,Ag0.04,6667,job8,False
Al-Ag,Ag0.04,6667,job7,False
Al-Ag,Ag0.04,6667,job5,False
Al-Ag,Ag0.04,6667,job9,False
Al-Ag,Ag0.04,6667,job4,False
Al-Ag,Ag0.04,6667,job10,False
Al-Ag,Ag0.04,10000,job1,False
Al-Ag,Ag0.04,10000,job2,False
Al-Ag,Ag0.04,10000,job3,False
Al-Ag,Ag0.04,10000,job6,False
Al-Ag,Ag0.04,10000,job8,False
Al-Ag,Ag0.04,10000,job7,False
Al-Ag,Ag0.04,10000,job5,False
Al-Ag,Ag0.04,10000,job9,False
Al-Ag,Ag0.04,10000,job4,False
Al-Ag,Ag0.04,10000,job10,False
Al-Ag,Ag0.04,20000,job1,True
Al-Ag,Ag0.04,20000,job2,True
Al-Ag,Ag0.04,20000,job3,True
Al-Ag,Ag0.04,20000,job6,True
Al-Ag,Ag0.04,20000,job8,True
Al-Ag,Ag0.04,20000,job7,True
Al-Ag,Ag0.04,20000,job5,True
Al-Ag,Ag0.04,20000,job9,True
Al-Ag,Ag0.04,20000,job4,True
Al-Ag,Ag0.04,20000,job10,True
Al-Ag,Ag0.90,667,job1,False
Al-Ag,Ag0.90,667,job2,False
Al-Ag,Ag0.90,667,job3,False
Al-Ag,Ag0.90,667,job6,False
Al-Ag,Ag0.90,667,job8,False
Al-Ag,Ag0.90,667,job7,False
Al-Ag,Ag0.90,667,job5,False
Al-Ag,Ag0.90,667,job9,False
Al-Ag,Ag0.90,667,job4,False
Al-Ag,Ag0.90,667,job10,False
Al-Ag,Ag0.90,1000,job1,False
Al-Ag,Ag0.90,1000,job2,False
Al-Ag,Ag0.90,1000,job3,False
Al-Ag,Ag0.90,1000,job6,False
Al-Ag,Ag0.90,1000,job8,False
Al-Ag,Ag0.90,1000,job7,False
Al-Ag,Ag0.90,1000,job5,False
Al-Ag,Ag0.90,1000,job9,False
Al-Ag,Ag0.90,1000,job4,False
Al-Ag,Ag0.90,1000,job10,False
Al-Ag,Ag0.90,5000,job1,False
Al-Ag,Ag0.90,5000,job2,False
Al-Ag,Ag0.90,5000,job3,False
Al-Ag,Ag0.90,5000,job6,False
Al-Ag,Ag0.90,5000,job8,False
Al-Ag,Ag0.90,5000,job7,False
Al-Ag,Ag0.90,5000,job5,False
Al-Ag,Ag0.90,5000,job9,False
Al-Ag,Ag0.90,5000,job4,False
Al-Ag,Ag0.90,5000,job10,False
Al-Ag,Ag0.90,2000,job1,False
Al-Ag,Ag0.90,2000,job2,False
Al-Ag,Ag0.90,2000,job3,False
Al-Ag,Ag0.90,2000,job6,False
Al-Ag,Ag0.90,2000,job8,False
Al-Ag,Ag0.90,2000,job7,False
Al-Ag,Ag0.90,2000,job5,False
Al-Ag,Ag0.90,2000,job9,False
Al-Ag,Ag0.90,2000,job4,False
Al-Ag,Ag0.90,2000,job10,False
Al-Ag,Ag0.90,6667,job1,False
Al-Ag,Ag0.90,6667,job2,False
Al-Ag,Ag0.90,6667,job3,False
Al-Ag,Ag0.90,6667,job6,False
Al-Ag,Ag0.90,6667,job8,False
Al-Ag,Ag0.90,6667,job7,False
Al-Ag,Ag0.90,6667,job5,False
Al-Ag,Ag0.90,6667,job9,False
Al-Ag,Ag0.90,6667,job4,False
Al-Ag,Ag0.90,6667,job10,False
Al-Ag,Ag0.90,10000,job1,False
Al-Ag,Ag0.90,10000,job2,False
Al-Ag,Ag0.90,10000,job3,False
Al-Ag,Ag0.90,10000,job6,False
Al-Ag,Ag0.90,10000,job8,False
Al-Ag,Ag0.90,10000,job7,False
Al-Ag,Ag0.90,10000,job5,False
Al-Ag,Ag0.90,10000,job9,False
Al-Ag,Ag0.90,10000,job4,False
Al-Ag,Ag0.90,10000,job10,False
Al-Ag,Ag0.90,20000,job1,False
Al-Ag,Ag0.90,20000,job2,False
Al-Ag,Ag0.90,20000,job3,False
Al-Ag,Ag0.90,20000,job6,False
Al-Ag,Ag0.90,20000,job8,False
Al-Ag,Ag0.90,20000,job7,False
Al-Ag,Ag0.90,20000,job5,False
Al-Ag,Ag0.90,20000,job9,False
Al-Ag,Ag0.90,20000,job4,False
Al-Ag,Ag0.90,20000,job10,False
Al-Ag,Ag0.90,50000,job1,False
Al-Ag,Ag0.90,50000,job2,False
Al-Ag,Ag0.90,50000,job3,False
Al-Ag,Ag0.90,50000,job6,False
Al-Ag,Ag0.90,50000,job8,False
Al-Ag,Ag0.90,50000,job7,False
Al-Ag,Ag0.90,50000,job5,False
Al-Ag,Ag0.90,50000,job9,False
Al-Ag,Ag0.90,50000,job4,False
Al-Ag,Ag0.90,50000,job10,False
Al-Ag,Ag0.90,66667,job1,False
Al-Ag,Ag0.90,66667,job2,False
Al-Ag,Ag0.90,66667,job3,False
Al-Ag,Ag0.90,66667,job6,False
Al-Ag,Ag0.90,66667,job8,False
Al-Ag,Ag0.90,66667,job7,False
Al-Ag,Ag0.90,66667,job5,False
Al-Ag,Ag0.90,66667,job9,False
Al-Ag,Ag0.90,66667,job4,False
Al-Ag,Ag0.90,66667,job10,False
Al-Ag,Ag0.92,667,job1,False
Al-Ag,Ag0.92,667,job2,False
Al-Ag,Ag0.92,667,job3,False
Al-Ag,Ag0.92,667,job6,False
Al-Ag,Ag0.92,667,job8,False
Al-Ag,Ag0.92,667,job7,False
Al-Ag,Ag0.92,667,job5,False
Al-Ag,Ag0.92,667,job9,False
Al-Ag,Ag0.92,667,job4,False
Al-Ag,Ag0.92,667,job10,False
Al-Ag,Ag0.92,1000,job1,False
Al-Ag,Ag0.92,1000,job2,False
Al-Ag,Ag0.92,1000,job3,False
Al-Ag,Ag0.92,1000,job6,False
Al-Ag,Ag0.92,1000,job8,False
Al-Ag,Ag0.92,1000,job7,False
Al-Ag,Ag0.92,1000,job5,False
Al-Ag,Ag0.92,1000,job9,False
Al-Ag,Ag0.92,1000,job4,False
Al-Ag,Ag0.92,1000,job10,False
Al-Ag,Ag0.92,5000,job1,False
Al-Ag,Ag0.92,5000,job2,False
Al-Ag,Ag0.92,5000,job3,False
Al-Ag,Ag0.92,5000,job6,False
Al-Ag,Ag0.92,5000,job8,False
Al-Ag,Ag0.92,5000,job7,False
Al-Ag,Ag0.92,5000,job5,False
Al-Ag,Ag0.92,5000,job9,False
Al-Ag,Ag0.92,5000,job4,False
Al-Ag,Ag0.92,5000,job10,False
Al-Ag,Ag0.92,2000,job1,False
Al-Ag,Ag0.92,2000,job2,False
Al-Ag,Ag0.92,2000,job3,False
Al-Ag,Ag0.92,2000,job6,False
Al-Ag,Ag0.92,2000,job8,False
Al-Ag,Ag0.92,2000,job7,False
Al-Ag,Ag0.92,2000,job5,False
Al-Ag,Ag0.92,2000,job9,False
Al-Ag,Ag0.92,2000,job4,False
Al-Ag,Ag0.92,2000,job10,False
Al-Ag,Ag0.92,6667,job1,False
Al-Ag,Ag0.92,6667,job2,False
Al-Ag,Ag0.92,6667,job3,False
Al-Ag,Ag0.92,6667,job6,False
Al-Ag,Ag0.92,6667,job8,False
Al-Ag,Ag0.92,6667,job7,False
Al-Ag,Ag0.92,6667,job5,False
Al-Ag,Ag0.92,6667,job9,False
Al-Ag,Ag0.92,6667,job4,False
Al-Ag,Ag0.92,6667,job10,False
Al-Ag,Ag0.92,10000,job1,False
Al-Ag,Ag0.92,10000,job2,False
Al-Ag,Ag0.92,10000,job3,False
Al-Ag,Ag0.92,10000,job6,False
Al-Ag,Ag0.92,10000,job8,False
Al-Ag,Ag0.92,10000,job7,False
Al-Ag,Ag0.92,10000,job5,False
Al-Ag,Ag0.92,10000,job9,False
Al-Ag,Ag0.92,10000,job4,False
Al-Ag,Ag0.92,10000,job10,False
Al-Ag,Ag0.92,20000,job1,False
Al-Ag,Ag0.92,20000,job2,False
Al-Ag,Ag0.92,20000,job3,False
Al-Ag,Ag0.92,20000,job6,False
Al-Ag,Ag0.92,20000,job8,False
Al-Ag,Ag0.92,20000,job7,False
Al-Ag,Ag0.92,20000,job5,False
Al-Ag,Ag0.92,20000,job9,False
Al-Ag,Ag0.92,20000,job4,False
Al-Ag,Ag0.92,20000,job10,False
Al-Ag,Ag0.92,50000,job1,False
Al-Ag,Ag0.92,50000,job2,False
Al-Ag,Ag0.92,50000,job3,False
Al-Ag,Ag0.92,50000,job6,False
Al-Ag,Ag0.92,50000,job8,False
Al-Ag,Ag0.92,50000,job7,False
Al-Ag,Ag0.92,50000,job5,False
Al-Ag,Ag0.92,50000,job9,False
Al-Ag,Ag0.92,50000,job4,False
Al-Ag,Ag0.92,50000,job10,False
Al-Ag,Ag0.92,66667,job1,False
Al-Ag,Ag0.92,66667,job2,False
Al-Ag,Ag0.92,66667,job3,False
Al-Ag,Ag0.92,66667,job6,False
Al-Ag,Ag0.92,66667,job8,False
Al-Ag,Ag0.92,66667,job7,False
Al-Ag,Ag0.92,66667,job5,False
Al-Ag,Ag0.92,66667,job9,False
Al-Ag,Ag0.92,66667,job4,False
Al-Ag,Ag0.92,66667,job10,False
Al-Ag,Ag0.08,667,job1,False
Al-Ag,Ag0.08,667,job2,False
Al-Ag,Ag0.08,667,job3,False
Al-Ag,Ag0.08,667,job6,False
Al-Ag,Ag0.08,667,job8,False
Al-Ag,Ag0.08,667,job7,False
Al-Ag,Ag0.08,667,job5,False
Al-Ag,Ag0.08,667,job9,False
Al-Ag,Ag0.08,667,job4,False
Al-Ag,Ag0.08,667,job10,False
Al-Ag,Ag0.08,1000,job1,False
Al-Ag,Ag0.08,1000,job2,False
Al-Ag,Ag0.08,1000,job3,False
Al-Ag,Ag0.08,1000,job6,False
Al-Ag,Ag0.08,1000,job8,False
Al-Ag,Ag0.08,1000,job7,False
Al-Ag,Ag0.08,1000,job5,False
Al-Ag,Ag0.08,1000,job9,False
Al-Ag,Ag0.08,1000,job4,False
Al-Ag,Ag0.08,1000,job10,False
Al-Ag,Ag0.08,5000,job1,False
Al-Ag,Ag0.08,5000,job2,False
Al-Ag,Ag0.08,5000,job3,False
Al-Ag,Ag0.08,5000,job6,False
Al-Ag,Ag0.08,5000,job8,False
Al-Ag,Ag0.08,5000,job7,False
Al-Ag,Ag0.08,5000,job5,False
Al-Ag,Ag0.08,5000,job9,False
Al-Ag,Ag0.08,5000,job4,False
Al-Ag,Ag0.08,5000,job10,False
Al-Ag,Ag0.08,2000,job1,False
Al-Ag,Ag0.08,2000,job2,False
Al-Ag,Ag0.08,2000,job3,False
Al-Ag,Ag0.08,2000,job6,False
Al-Ag,Ag0.08,2000,job8,False
Al-Ag,Ag0.08,2000,job7,False
Al-Ag,Ag0.08,2000,job5,False
Al-Ag,Ag0.08,2000,job9,False
Al-Ag,Ag0.08,2000,job4,False
Al-Ag,Ag0.08,2000,job10,False
Al-Ag,Ag0.08,6667,job1,False
Al-Ag,Ag0.08,6667,job2,False
Al-Ag,Ag0.08,6667,job3,False
Al-Ag,Ag0.08,6667,job6,False
Al-Ag,Ag0.08,6667,job8,False
Al-Ag,Ag0.08,6667,job7,False
Al-Ag,Ag0.08,6667,job5,False
Al-Ag,Ag0.08,6667,job9,False
Al-Ag,Ag0.08,6667,job4,False
Al-Ag,Ag0.08,6667,job10,False
Al-Ag,Ag0.08,10000,job1,False
Al-Ag,Ag0.08,10000,job2,False
Al-Ag,Ag0.08,10000,job3,False
Al-Ag,Ag0.08,10000,job6,False
Al-Ag,Ag0.08,10000,job8,False
Al-Ag,Ag0.08,10000,job7,False
Al-Ag,Ag0.08,10000,job5,False
Al-Ag,Ag0.08,10000,job9,False
Al-Ag,Ag0.08,10000,job4,False
Al-Ag,Ag0.08,10000,job10,False
Al-Ag,Ag0.08,20000,job1,True
Al-Ag,Ag0.08,20000,job2,False
Al-Ag,Ag0.08,20000,job3,True
Al-Ag,Ag0.08,20000,job6,True
Al-Ag,Ag0.08,20000,job8,True
Al-Ag,Ag0.08,20000,job7,True
Al-Ag,Ag0.08,20000,job5,True
Al-Ag,Ag0.08,20000,job9,True
Al-Ag,Ag0.08,20000,job4,False
Al-Ag,Ag0.08,20000,job10,False
Al-Ag,Ag0.96,667,job1,False
Al-Ag,Ag0.96,667,job2,False
Al-Ag,Ag0.96,667,job3,False
Al-Ag,Ag0.96,667,job6,False
Al-Ag,Ag0.96,667,job8,False
Al-Ag,Ag0.96,667,job7,False
Al-Ag,Ag0.96,667,job5,False
Al-Ag,Ag0.96,667,job9,False
Al-Ag,Ag0.96,667,job4,False
Al-Ag,Ag0.96,667,job10,False
Al-Ag,Ag0.96,1000,job1,False
Al-Ag,Ag0.96,1000,job2,False
Al-Ag,Ag0.96,1000,job3,False
Al-Ag,Ag0.96,1000,job6,False
Al-Ag,Ag0.96,1000,job8,False
Al-Ag,Ag0.96,1000,job7,False
Al-Ag,Ag0.96,1000,job5,False
Al-Ag,Ag0.96,1000,job9,False
Al-Ag,Ag0.96,1000,job4,False
Al-Ag,Ag0.96,1000,job10,False
Al-Ag,Ag0.96,5000,job1,False
Al-Ag,Ag0.96,5000,job2,False
Al-Ag,Ag0.96,5000,job3,False
Al-Ag,Ag0.96,5000,job6,False
Al-Ag,Ag0.96,5000,job8,False
Al-Ag,Ag0.96,5000,job7,False
Al-Ag,Ag0.96,5000,job5,False
Al-Ag,Ag0.96,5000,job9,False
Al-Ag,Ag0.96,5000,job4,False
Al-Ag,Ag0.96,5000,job10,False
Al-Ag,Ag0.96,2000,job1,False
Al-Ag,Ag0.96,2000,job2,False
Al-Ag,Ag0.96,2000,job3,False
Al-Ag,Ag0.96,2000,job6,False
Al-Ag,Ag0.96,2000,job8,False
Al-Ag,Ag0.96,2000,job7,False
Al-Ag,Ag0.96,2000,job5,False
Al-Ag,Ag0.96,2000,job9,False
Al-Ag,Ag0.96,2000,job4,False
Al-Ag,Ag0.96,2000,job10,False
Al-Ag,Ag0.96,6667,job1,False
Al-Ag,Ag0.96,6667,job2,False
Al-Ag,Ag0.96,6667,job3,False
Al-Ag,Ag0.96,6667,job6,False
Al-Ag,Ag0.96,6667,job8,False
Al-Ag,Ag0.96,6667,job7,False
Al-Ag,Ag0.96,6667,job5,False
Al-Ag,Ag0.96,6667,job9,False
Al-Ag,Ag0.96,6667,job4,False
Al-Ag,Ag0.96,6667,job10,False
Al-Ag,Ag0.96,10000,job1,False
Al-Ag,Ag0.96,10000,job2,False
Al-Ag,Ag0.96,10000,job3,False
Al-Ag,Ag0.96,10000,job6,False
Al-Ag,Ag0.96,10000,job8,False
Al-Ag,Ag0.96,10000,job7,False
Al-Ag,Ag0.96,10000,job5,False
Al-Ag,Ag0.96,10000,job9,False
Al-Ag,Ag0.96,10000,job4,False
Al-Ag,Ag0.96,10000,job10,False
Al-Ag,Ag0.96,20000,job1,False
Al-Ag,Ag0.96,20000,job2,False
Al-Ag,Ag0.96,20000,job3,False
Al-Ag,Ag0.96,20000,job6,False
Al-Ag,Ag0.96,20000,job8,False
Al-Ag,Ag0.96,20000,job7,False
Al-Ag,Ag0.96,20000,job5,False
Al-Ag,Ag0.96,20000,job9,False
Al-Ag,Ag0.96,20000,job4,False
Al-Ag,Ag0.96,20000,job10,False
Al-Ag,Ag0.96,50000,job1,False
Al-Ag,Ag0.96,50000,job2,False
Al-Ag,Ag0.96,50000,job3,False
Al-Ag,Ag0.96,50000,job6,False
Al-Ag,Ag0.96,50000,job8,True
Al-Ag,Ag0.96,50000,job7,True
Al-Ag,Ag0.96,50000,job5,True
Al-Ag,Ag0.96,50000,job9,True
Al-Ag,Ag0.96,50000,job4,True
Al-Ag,Ag0.96,50000,job10,False
Al-Ag,Ag0.96,66667,job1,True
Al-Ag,Ag0.96,66667,job2,True
Al-Ag,Ag0.96,66667,job3,True
Al-Ag,Ag0.96,66667,job6,True
Al-Ag,Ag0.96,66667,job8,True
Al-Ag,Ag0.96,66667,job7,True
Al-Ag,Ag0.96,66667,job5,False
Al-Ag,Ag0.96,66667,job9,True
Al-Ag,Ag0.96,66667,job4,True
Al-Ag,Ag0.96,66667,job10,False
Cu-Ni,Ni0.90,667,job1,False
Cu-Ni,Ni0.90,667,job2,False
Cu-Ni,Ni0.90,667,job3,False
Cu-Ni,Ni0.90,667,job6,False
Cu-Ni,Ni0.90,667,job8,False
Cu-Ni,Ni0.90,667,job7,False
Cu-Ni,Ni0.90,667,job5,False
Cu-Ni,Ni0.90,667,job9,False
Cu-Ni,Ni0.90,667,job4,False
Cu-Ni,Ni0.90,667,job10,False
Cu-Ni,Ni0.90,1000,job1,False
Cu-Ni,Ni0.90,1000,job2,False
Cu-Ni,Ni0.90,1000,job3,False
Cu-Ni,Ni0.90,1000,job6,False
Cu-Ni,Ni0.90,1000,job8,False
Cu-Ni,Ni0.90,1000,job7,False
Cu-Ni,Ni0.90,1000,job5,False
Cu-Ni,Ni0.90,1000,job9,False
Cu-Ni,Ni0.90,1000,job4,False
Cu-Ni,Ni0.90,1000,job10,False
Cu-Ni,Ni0.90,5000,job1,True
Cu-Ni,Ni0.90,5000,job2,True
Cu-Ni,Ni0.90,5000,job3,True
Cu-Ni,Ni0.90,5000,job6,True
Cu-Ni,Ni0.90,5000,job8,True
Cu-Ni,Ni0.90,5000,job7,True
Cu-Ni,Ni0.90,5000,job5,True
Cu-Ni,Ni0.90,5000,job9,True
Cu-Ni,Ni0.90,5000,job4,True
Cu-Ni,Ni0.90,5000,job10,True
Cu-Ni,Ni0.90,2000,job1,False
Cu-Ni,Ni0.90,2000,job2,False
Cu-Ni,Ni0.90,2000,job3,False
Cu-Ni,Ni0.90,2000,job6,False
Cu-Ni,Ni0.90,2000,job8,False
Cu-Ni,Ni0.90,2000,job7,False
Cu-Ni,Ni0.90,2000,job5,False
Cu-Ni,Ni0.90,2000,job9,False
Cu-Ni,Ni0.90,2000,job4,False
Cu-Ni,Ni0.90,2000,job10,False
Cu-Ni,Ni0.08,667,job1,False
Cu-Ni,Ni0.08,667,job2,False
Cu-Ni,Ni0.08,667,job3,False
Cu-Ni,Ni0.08,667,job6,False
Cu-Ni,Ni0.08,667,job8,False
Cu-Ni,Ni0.08,667,job7,False
Cu-Ni,Ni0.08,667,job5,False
Cu-Ni,Ni0.08,667,job9,False
Cu-Ni,Ni0.08,667,job4,False
Cu-Ni,Ni0.08,667,job10,False
Cu-Ni,Ni0.08,1000,job1,False
Cu-Ni,Ni0.08,1000,job2,False
Cu-Ni,Ni0.08,1000,job3,False
Cu-Ni,Ni0.08,1000,job6,False
Cu-Ni,Ni0.08,1000,job8,False
Cu-Ni,Ni0.08,1000,job7,False
Cu-Ni,Ni0.08,1000,job5,False
Cu-Ni,Ni0.08,1000,job9,False
Cu-Ni,Ni0.08,1000,job4,False
Cu-Ni,Ni0.08,1000,job10,False
Cu-Ni,Ni0.08,5000,job1,False
Cu-Ni,Ni0.08,5000,job2,False
Cu-Ni,Ni0.08,5000,job3,False
Cu-Ni,Ni0.08,5000,job6,False
Cu-Ni,Ni0.08,5000,job8,False
Cu-Ni,Ni0.08,5000,job7,False
Cu-Ni,Ni0.08,5000,job5,False
Cu-Ni,Ni0.08,5000,job9,False
Cu-Ni,Ni0.08,5000,job4,False
Cu-Ni,Ni0.08,5000,job10,False
Cu-Ni,Ni0.08,2000,job1,False
Cu-Ni,Ni0.08,2000,job2,False
Cu-Ni,Ni0.08,2000,job3,False
Cu-Ni,Ni0.08,2000,job6,False
Cu-Ni,Ni0.08,2000,job8,False
Cu-Ni,Ni0.08,2000,job7,False
Cu-Ni,Ni0.08,2000,job5,False
Cu-Ni,Ni0.08,2000,job9,False
Cu-Ni,Ni0.08,2000,job4,False
Cu-Ni,Ni0.08,2000,job10,False
Cu-Ni,Ni0.08,6667,job1,False
Cu-Ni,Ni0.08,6667,job2,False
Cu-Ni,Ni0.08,6667,job3,False
Cu-Ni,Ni0.08,6667,job6,False
Cu-Ni,Ni0.08,6667,job8,False
Cu-Ni,Ni0.08,6667,job7,False
Cu-Ni,Ni0.08,6667,job5,False
Cu-Ni,Ni0.08,6667,job9,False
Cu-Ni,Ni0.08,6667,job4,False
Cu-Ni,Ni0.08,6667,job10,False
Cu-Ni,Ni0.08,10000,job1,False
Cu-Ni,Ni0.08,10000,job2,False
Cu-Ni,Ni0.08,10000,job3,True
Cu-Ni,Ni0.08,10000,job6,True
Cu-Ni,Ni0.08,10000,job8,False
Cu-Ni,Ni0.08,10000,job7,False
Cu-Ni,Ni0.08,10000,job5,False
Cu-Ni,Ni0.08,10000,job9,False
Cu-Ni,Ni0.08,10000,job4,False
Cu-Ni,Ni0.08,10000,job10,False
Cu-Ni,Ni0.08,20000,job1,True
Cu-Ni,Ni0.08,20000,job2,True
Cu-Ni,Ni0.08,20000,job3,True
Cu-Ni,Ni0.08,20000,job6,True
Cu-Ni,Ni0.08,20000,job8,True
Cu-Ni,Ni0.08,20000,job7,True
Cu-Ni,Ni0.08,20000,job5,True
Cu-Ni,Ni0.08,20000,job9,True
Cu-Ni,Ni0.08,20000,job4,True
Cu-Ni,Ni0.08,20000,job10,True
Cu-Ni,Ni0.94,667,job1,False
Cu-Ni,Ni0.94,667,job2,False
Cu-Ni,Ni0.94,667,job3,False
Cu-Ni,Ni0.94,667,job6,False
Cu-Ni,Ni0.94,667,job8,False
Cu-Ni,Ni0.94,667,job7,False
Cu-Ni,Ni0.94,667,job5,False
Cu-Ni,Ni0.94,667,job9,False
Cu-Ni,Ni0.94,667,job4,False
Cu-Ni,Ni0.94,667,job10,False
Cu-Ni,Ni0.94,1000,job1,False
Cu-Ni,Ni0.94,1000,job2,False
Cu-Ni,Ni0.94,1000,job3,False
Cu-Ni,Ni0.94,1000,job6,False
Cu-Ni,Ni0.94,1000,job8,False
Cu-Ni,Ni0.94,1000,job7,False
Cu-Ni,Ni0.94,1000,job5,False
Cu-Ni,Ni0.94,1000,job9,False
Cu-Ni,Ni0.94,1000,job4,False
Cu-Ni,Ni0.94,1000,job10,False
Cu-Ni,Ni0.94,5000,job1,True
Cu-Ni,Ni0.94,5000,job2,True
Cu-Ni,Ni0.94,5000,job3,True
Cu-Ni,Ni0.94,5000,job6,True
Cu-Ni,Ni0.94,5000,job8,True
Cu-Ni,Ni0.94,5000,job7,True
Cu-Ni,Ni0.94,5000,job5,True
Cu-Ni,Ni0.94,5000,job9,True
Cu-Ni,Ni0.94,5000,job4,True
Cu-Ni,Ni0.94,5000,job10,True
Cu-Ni,Ni0.94,2000,job1,False
Cu-Ni,Ni0.94,2000,job2,False
Cu-Ni,Ni0.94,2000,job3,False
Cu-Ni,Ni0.94,2000,job6,False
Cu-Ni,Ni0.94,2000,job8,False
Cu-Ni,Ni0.94,2000,job7,False
Cu-Ni,Ni0.94,2000,job5,False
Cu-Ni,Ni0.94,2000,job9,False
Cu-Ni,Ni0.94,2000,job4,False
Cu-Ni,Ni0.94,2000,job10,False
Cu-Ni,Ni0.92,667,job1,False
Cu-Ni,Ni0.92,667,job2,False
Cu-Ni,Ni0.92,667,job3,False
Cu-Ni,Ni0.92,667,job6,False
Cu-Ni,Ni0.92,667,job8,False
Cu-Ni,Ni0.92,667,job7,False
Cu-Ni,Ni0.92,667,job5,False
Cu-Ni,Ni0.92,667,job9,False
Cu-Ni,Ni0.92,667,job4,False
Cu-Ni,Ni0.92,667,job10,False
