System,Composition [decimal],Steps [-],Job,Crystallization
Ni-Zr,Zr0.10,2000,job4,False
Ni-Zr,Zr0.10,2000,job10,False
Ni-Zr,Zr0.10,6667,job1,False
Ni-Zr,Zr0.10,6667,job2,False
Ni-Zr,Zr0.10,6667,job3,False
Ni-Zr,Zr0.10,6667,job6,False
Ni-Zr,Zr0.10,6667,job8,False
Ni-Zr,Zr0.10,6667,job7,False
Ni-Zr,Zr0.10,6667,job5,False
Ni-Zr,Zr0.10,6667,job9,False
Ni-Zr,Zr0.10,6667,job4,False
Ni-Zr,Zr0.10,6667,job10,False
Ni-Zr,Zr0.10,10000,job1,False
Ni-Zr,Zr0.10,10000,job2,False
Ni-Zr,Zr0.10,10000,job3,False
Ni-Zr,Zr0.10,10000,job6,False
Ni-Zr,Zr0.10,10000,job8,False
Ni-Zr,Zr0.10,10000,job7,False
Ni-Zr,Zr0.10,10000,job5,False
Ni-Zr,Zr0.10,10000,job9,False
Ni-Zr,Zr0.10,10000,job4,False
Ni-Zr,Zr0.10,10000,job10,False
Ni-Zr,Zr0.10,20000,job1,False
Ni-Zr,Zr0.10,20000,job2,False
Ni-Zr,Zr0.10,20000,job3,False
Ni-Zr,Zr0.10,20000,job6,False
Ni-Zr,Zr0.10,20000,job8,False
Ni-Zr,Zr0.10,20000,job7,False
Ni-Zr,Zr0.10,20000,job5,False
Ni-Zr,Zr0.10,20000,job9,False
Ni-Zr,Zr0.10,20000,job4,False
Ni-Zr,Zr0.10,20000,job10,False
Ni-Zr,Zr0.10,50000,job1,False
Ni-Zr,Zr0.10,50000,job2,False
Ni-Zr,Zr0.10,50000,job3,False
Ni-Zr,Zr0.10,50000,job6,False
Ni-Zr,Zr0.10,50000,job8,False
Ni-Zr,Zr0.10,50000,job7,False
Ni-Zr,Zr0.10,50000,job5,False
Ni-Zr,Zr0.10,50000,job9,False
Ni-Zr,Zr0.10,50000,job4,False
Ni-Zr,Zr0.10,50000,job10,False
Ni-Zr,Zr0.10,66667,job1,False
Ni-Zr,Zr0.10,66667,job2,False
Ni-Zr,Zr0.10,66667,job3,False
Ni-Zr,Zr0.10,66667,job6,False
Ni-Zr,Zr0.10,66667,job8,False
Ni-Zr,Zr0.10,66667,job7,False
Ni-Zr,Zr0.10,66667,job5,False
Ni-Zr,Zr0.10,66667,job9,False
Ni-Zr,Zr0.10,66667,job4,False
Ni-Zr,Zr0.10,66667,job10,False
Ni-Zr,Zr0.92,667,job1,False
Ni-Zr,Zr0.92,667,job2,False
Ni-Zr,Zr0.92,667,job3,False
Ni-Zr,Zr0.92,667,job6,False
Ni-Zr,Zr0.92,667,job8,False
Ni-Zr,Zr0.92,667,job7,False
Ni-Zr,Zr0.92,667,job5,False
Ni-Zr,Zr0.92,667,job9,False
Ni-Zr,Zr0.92,667,job4,False
Ni-Zr,Zr0.92,667,job10,False
Ni-Zr,Zr0.92,1000,job1,False
Ni-Zr,Zr0.92,1000,job2,False
Ni-Zr,Zr0.92,1000,job3,False
Ni-Zr,Zr0.92,1000,job6,False
Ni-Zr,Zr0.92,1000,job8,False
Ni-Zr,Zr0.92,1000,job7,False
Ni-Zr,Zr0.92,1000,job5,False
Ni-Zr,Zr0.92,1000,job9,False
Ni-Zr,Zr0.92,1000,job4,False
Ni-Zr,Zr0.92,1000,job10,False
Ni-Zr,Zr0.92,5000,job1,False
Ni-Zr,Zr0.92,5000,job2,False
Ni-Zr,Zr0.92,5000,job3,False
Ni-Zr,Zr0.92,5000,job6,False
Ni-Zr,Zr0.92,5000,job8,False
Ni-Zr,Zr0.92,5000,job7,False
Ni-Zr,Zr0.92,5000,job5,False
Ni-Zr,Zr0.92,5000,job9,False
Ni-Zr,Zr0.92,5000,job4,False
Ni-Zr,Zr0.92,5000,job10,False
Ni-Zr,Zr0.92,2000,job1,False
Ni-Zr,Zr0.92,2000,job2,False
Ni-Zr,Zr0.92,2000,job3,False
Ni-Zr,Zr0.92,2000,job6,False
Ni-Zr,Zr0.92,2000,job8,False
Ni-Zr,Zr0.92,2000,job7,False
Ni-Zr,Zr0.92,2000,job5,False
Ni-Zr,Zr0.92,2000,job9,False
Ni-Zr,Zr0.92,2000,job4,False
Ni-Zr,Zr0.92,2000,job10,False
Ni-Zr,Zr0.92,6667,job1,False
Ni-Zr,Zr0.92,6667,job2,False
Ni-Zr,Zr0.92,6667,job3,False
Ni-Zr,Zr0.92,6667,job6,False
Ni-Zr,Zr0.92,6667,job8,False
Ni-Zr,Zr0.92,6667,job7,False
Ni-Zr,Zr0.92,6667,job5,False
Ni-Zr,Zr0.92,6667,job9,False
Ni-Zr,Zr0.92,6667,job4,False
Ni-Zr,Zr0.92,6667,job10,False
Ni-Zr,Zr0.92,10000,job1,False
Ni-Zr,Zr0.92,10000,job2,False
Ni-Zr,Zr0.92,10000,job3,False
Ni-Zr,Zr0.92,10000,job6,False
Ni-Zr,Zr0.92,10000,job8,False
Ni-Zr,Zr0.92,10000,job7,False
Ni-Zr,Zr0.92,10000,job5,False
Ni-Zr,Zr0.92,10000,job9,False
Ni-Zr,Zr0.92,10000,job4,False
Ni-Zr,Zr0.92,10000,job10,False
Ni-Zr,Zr0.92,20000,job1,False
Ni-Zr,Zr0.92,20000,job2,False
Ni-Zr,Zr0.92,20000,job3,False
Ni-Zr,Zr0.92,20000,job6,False
Ni-Zr,Zr0.92,20000,job8,False
Ni-Zr,Zr0.92,20000,job7,False
Ni-Zr,Zr0.92,20000,job5,False
Ni-Zr,Zr0.92,20000,job9,False
Ni-Zr,Zr0.92,20000,job4,False
Ni-Zr,Zr0.92,20000,job10,False
Ni-Zr,Zr0.92,50000,job1,False
Ni-Zr,Zr0.92,50000,job2,False
Ni-Zr,Zr0.92,50000,job3,False
Ni-Zr,Zr0.92,50000,job6,False
Ni-Zr,Zr0.92,50000,job8,False
Ni-Zr,Zr0.92,50000,job7,False
Ni-Zr,Zr0.92,50000,job5,False
Ni-Zr,Zr0.92,50000,job9,False
Ni-Zr,Zr0.92,50000,job4,False
Ni-Zr,Zr0.92,50000,job10,False
Ni-Zr,Zr0.92,66667,job1,False
Ni-Zr,Zr0.92,66667,job2,False
Ni-Zr,Zr0.92,66667,job3,False
Ni-Zr,Zr0.92,66667,job6,False
Ni-Zr,Zr0.92,66667,job8,False
Ni-Zr,Zr0.92,66667,job7,False
Ni-Zr,Zr0.92,66667,job5,False
Ni-Zr,Zr0.92,66667,job9,False
Ni-Zr,Zr0.92,66667,job4,False
Ni-Zr,Zr0.92,66667,job10,False
Ni-Zr,Zr0.94,667,job1,False
Ni-Zr,Zr0.94,667,job2,False
Ni-Zr,Zr0.94,667,job3,False
Ni-Zr,Zr0.94,667,job6,False
Ni-Zr,Zr0.94,667,job8,False
Ni-Zr,Zr0.94,667,job7,False
Ni-Zr,Zr0.94,667,job5,False
Ni-Zr,Zr0.94,667,job9,False
Ni-Zr,Zr0.94,667,job4,False
Ni-Zr,Zr0.94,667,job10,False
Ni-Zr,Zr0.94,1000,job1,False
Ni-Zr,Zr0.94,1000,job2,False
Ni-Zr,Zr0.94,1000,job3,False
Ni-Zr,Zr0.94,1000,job6,False
Ni-Zr,Zr0.94,1000,job8,False
Ni-Zr,Zr0.94,1000,job7,False
Ni-Zr,Zr0.94,1000,job5,False
Ni-Zr,Zr0.94,1000,job9,False
Ni-Zr,Zr0.94,1000,job4,False
Ni-Zr,Zr0.94,1000,job10,False
Ni-Zr,Zr0.94,5000,job1,False
Ni-Zr,Zr0.94,5000,job2,False
Ni-Zr,Zr0.94,5000,job3,False
Ni-Zr,Zr0.94,5000,job6,False
Ni-Zr,Zr0.94,5000,job8,False
Ni-Zr,Zr0.94,5000,job7,False
Ni-Zr,Zr0.94,5000,job5,False
Ni-Zr,Zr0.94,5000,job9,False
Ni-Zr,Zr0.94,5000,job4,False
Ni-Zr,Zr0.94,5000,job10,False
Ni-Zr,Zr0.94,2000,job1,False
Ni-Zr,Zr0.94,2000,job2,False
Ni-Zr,Zr0.94,2000,job3,False
Ni-Zr,Zr0.94,2000,job6,False
Ni-Zr,Zr0.94,2000,job8,False
Ni-Zr,Zr0.94,2000,job7,False
Ni-Zr,Zr0.94,2000,job5,False
Ni-Zr,Zr0.94,2000,job9,False
Ni-Zr,Zr0.94,2000,job4,False
Ni-Zr,Zr0.94,2000,job10,False
Ni-Zr,Zr0.94,6667,job1,False
Ni-Zr,Zr0.94,6667,job2,False
Ni-Zr,Zr0.94,6667,job3,False
Ni-Zr,Zr0.94,6667,job6,False
Ni-Zr,Zr0.94,6667,job8,False
Ni-Zr,Zr0.94,6667,job7,False
Ni-Zr,Zr0.94,6667,job5,False
Ni-Zr,Zr0.94,6667,job9,False
Ni-Zr,Zr0.94,6667,job4,False
Ni-Zr,Zr0.94,6667,job10,False
Ni-Zr,Zr0.94,10000,job1,False
Ni-Zr,Zr0.94,10000,job2,False
Ni-Zr,Zr0.94,10000,job3,False
Ni-Zr,Zr0.94,10000,job6,False
Ni-Zr,Zr0.94,10000,job8,False
Ni-Zr,Zr0.94,10000,job7,False
Ni-Zr,Zr0.94,10000,job5,False
Ni-Zr,Zr0.94,10000,job9,False
Ni-Zr,Zr0.94,10000,job4,False
Ni-Zr,Zr0.94,10000,job10,False
Ni-Zr,Zr0.94,20000,job1,False
Ni-Zr,Zr0.94,20000,job2,False
Ni-Zr,Zr0.94,20000,job3,False
Ni-Zr,Zr0.94,20000,job6,False
Ni-Zr,Zr0.94,20000,job8,False
Ni-Zr,Zr0.94,20000,job7,False
Ni-Zr,Zr0.94,20000,job5,False
Ni-Zr,Zr0.94,20000,job9,False
Ni-Zr,Zr0.94,20000,job4,False
Ni-Zr,Zr0.94,20000,job10,False
Ni-Zr,Zr0.94,50000,job1,False
Ni-Zr,Zr0.94,50000,job2,False
Ni-Zr,Zr0.94,50000,job3,False
Ni-Zr,Zr0.94,50000,job6,False
Ni-Zr,Zr0.94,50000,job8,False
Ni-Zr,Zr0.94,50000,job7,False
Ni-Zr,Zr0.94,50000,job5,True
Ni-Zr,Zr0.94,50000,job9,False
Ni-Zr,Zr0.94,50000,job4,False
Ni-Zr,Zr0.94,50000,job10,False
Ni-Zr,Zr0.94,66667,job1,True
Ni-Zr,Zr0.94,66667,job2,True
Ni-Zr,Zr0.94,66667,job3,True
Ni-Zr,Zr0.94,66667,job6,False
Ni-Zr,Zr0.94,66667,job8,True
Ni-Zr,Zr0.94,66667,job7,False
Ni-Zr,Zr0.94,66667,job5,True
Ni-Zr,Zr0.94,66667,job9,False
Ni-Zr,Zr0.94,66667,job4,True
Ni-Zr,Zr0.94,66667,job10,True
Ni-Zr,Zr0.06,667,job1,False
Ni-Zr,Zr0.06,667,job2,False
Ni-Zr,Zr0.06,667,job3,False
Ni-Zr,Zr0.06,667,job6,False
Ni-Zr,Zr0.06,667,job8,False
Ni-Zr,Zr0.06,667,job7,False
Ni-Zr,Zr0.06,667,job5,False
Ni-Zr,Zr0.06,667,job9,False
Ni-Zr,Zr0.06,667,job4,False
Ni-Zr,Zr0.06,667,job10,False
Ni-Zr,Zr0.06,1000,job1,False
Ni-Zr,Zr0.06,1000,job2,False
Ni-Zr,Zr0.06,1000,job3,False
Ni-Zr,Zr0.06,1000,job6,False
Ni-Zr,Zr0.06,1000,job8,False
Ni-Zr,Zr0.06,1000,job7,False
Ni-Zr,Zr0.06,1000,job5,False
Ni-Zr,Zr0.06,1000,job9,False
Ni-Zr,Zr0.06,1000,job4,False
Ni-Zr,Zr0.06,1000,job10,False
Ni-Zr,Zr0.06,5000,job1,False
Ni-Zr,Zr0.06,5000,job2,False
Ni-Zr,Zr0.06,5000,job3,False
Ni-Zr,Zr0.06,5000,job6,False
Ni-Zr,Zr0.06,5000,job8,False
Ni-Zr,Zr0.06,5000,job7,False
Ni-Zr,Zr0.06,5000,job5,False
Ni-Zr,Zr0.06,5000,job9,False
Ni-Zr,Zr0.06,5000,job4,False
Ni-Zr,Zr0.06,5000,job10,False
Ni-Zr,Zr0.06,2000,job1,False
Ni-Zr,Zr0.06,2000,job2,False
Ni-Zr,Zr0.06,2000,job3,False
Ni-Zr,Zr0.06,2000,job6,False
Ni-Zr,Zr0.06,2000,job8,False
Ni-Zr,Zr0.06,2000,job7,False
Ni-Zr,Zr0.06,2000,job5,False
Ni-Zr,Zr0.06,2000,job9,False
Ni-Zr,Zr0.06,2000,job4,False
Ni-Zr,Zr0.06,2000,job10,False
Ni-Zr,Zr0.06,6667,job1,False
Ni-Zr,Zr0.06,6667,job2,False
Ni-Zr,Zr0.06,6667,job3,False
Ni-Zr,Zr0.06,6667,job6,False
Ni-Zr,Zr0.06,6667,job8,False
Ni-Zr,Zr0.06,6667,job7,False
Ni-Zr,Zr0.06,6667,job5,False
Ni-Zr,Zr0.06,6667,job9,False
Ni-Zr,Zr0.06,6667,job4,False
Ni-Zr,Zr0.06,6667,job10,False
Ni-Zr,Zr0.06,10000,job1,False
Ni-Zr,Zr0.06,10000,job2,False
Ni-Zr,Zr0.06,10000,job3,False
Ni-Zr,Zr0.06,10000,job6,False
Ni-Zr,Zr0.06,10000,job8,False
Ni-Zr,Zr0.06,10000,job7,False
Ni-Zr,Zr0.06,10000,job5,False
Ni-Zr,Zr0.06,10000,job9,False
Ni-Zr,Zr0.06,10000,job4,False
Ni-Zr,Zr0.06,10000,job10,False
Ni-Zr,Zr0.06,20000,job1,False
Ni-Zr,Zr0.06,20000,job2,False
Ni-Zr,Zr0.06,20000,job3,False
Ni-Zr,Zr0.06,20000,job6,False
Ni-Zr,Zr0.06,20000,job8,False
Ni-Zr,Zr0.06,20000,job7,False
Ni-Zr,Zr0.06,20000,job5,False
Ni-Zr,Zr0.06,20000,job9,False
Ni-Zr,Zr0.06,20000,job4,False
Ni-Zr,Zr0.06,20000,job10,False
Ni-Zr,Zr0.06,50000,job1,False
Ni-Zr,Zr0.06,50000,job2,False
Ni-Zr,Zr0.06,50000,job3,False
Ni-Zr,Zr0.06,50000,job6,False
Ni-Zr,Zr0.06,50000,job8,False
Ni-Zr,Zr0.06,50000,job7,False
Ni-Zr,Zr0.06,50000,job5,False
Ni-Zr,Zr0.06,50000,job9,False
Ni-Zr,Zr0.06,50000,job4,False
Ni-Zr,Zr0.06,50000,job10,False
Ni-Zr,Zr0.06,66667,job1,False
Ni-Zr,Zr0.06,66667,job2,False
Ni-Zr,Zr0.06,66667,job3,False
Ni-Zr,Zr0.06,66667,job6,False
Ni-Zr,Zr0.06,66667,job8,False
Ni-Zr,Zr0.06,66667,job7,False
Ni-Zr,Zr0.06,66667,job5,False
Ni-Zr,Zr0.06,66667,job9,False
Ni-Zr,Zr0.06,66667,job4,False
Ni-Zr,Zr0.06,66667,job10,False
Pd-Si,Si0.10,667,job1,False
Pd-Si,Si0.10,667,job2,False
Pd-Si,Si0.10,667,job3,False
Pd-Si,Si0.10,667,job6,False
Pd-Si,Si0.10,667,job8,False
Pd-Si,Si0.10,667,job7,False
Pd-Si,Si0.10,667,job5,False
Pd-Si,Si0.10,667,job9,False
Pd-Si,Si0.10,667,job4,False
Pd-Si,Si0.10,667,job10,False
Pd-Si,Si0.10,1000,job1,False
Pd-Si,Si0.10,1000,job2,False
Pd-Si,Si0.10,1000,job3,False
Pd-Si,Si0.10,1000,job6,False
Pd-Si,Si0.10,1000,job8,False
Pd-Si,Si0.10,1000,job7,False
Pd-Si,Si0.10,1000,job5,False
Pd-Si,Si0.10,1000,job9,False
Pd-Si,Si0.10,1000,job4,False
Pd-Si,Si0.10,1000,job10,False
Pd-Si,Si0.10,5000,job1,False
Pd-Si,Si0.10,5000,job2,False
Pd-Si,Si0.10,5000,job3,False
Pd-Si,Si0.10,5000,job6,False
Pd-Si,Si0.10,5000,job8,False
Pd-Si,Si0.10,5000,job7,False
Pd-Si,Si0.10,5000,job5,False
Pd-Si,Si0.10,5000,job9,False
Pd-Si,Si0.10,5000,job4,False
Pd-Si,Si0.10,5000,job10,False
Pd-Si,Si0.10,2000,job1,False
Pd-Si,Si0.10,2000,job2,False
Pd-Si,Si0.10,2000,job3,False
Pd-Si,Si0.10,2000,job6,False
Pd-Si,Si0.10,2000,job8,False
Pd-Si,Si0.10,2000,job7,False
Pd-Si,Si0.10,2000,job5,False
Pd-Si,Si0.10,2000,job9,False
Pd-Si,Si0.10,2000,job4,False
Pd-Si,Si0.10,2000,job10,False
Pd-Si,Si0.10,6667,job1,False
Pd-Si,Si0.10,6667,job2,False
Pd-Si,Si0.10,6667,job3,False
Pd-Si,Si0.10,6667,job6,False
Pd-Si,Si0.10,6667,job8,False
Pd-Si,Si0.10,6667,job7,False
Pd-Si,Si0.10,6667,job5,False
Pd-Si,Si0.10,6667,job9,False
Pd-Si,Si0.10,6667,job4,False
Pd-Si,Si0.10,6667,job10,False
Pd-Si,Si0.10,10000,job1,False
Pd-Si,Si0.10,10000,job2,False
Pd-Si,Si0.10,10000,job3,False
Pd-Si,Si0.10,10000,job6,False
Pd-Si,Si0.10,10000,job8,False
Pd-Si,Si0.10,10000,job7,False
Pd-Si,Si0.10,10000,job5,False
Pd-Si,Si0.10,10000,job9,False
Pd-Si,Si0.10,10000,job4,False
Pd-Si,Si0.10,10000,job10,False
Pd-Si,Si0.10,20000,job1,False
Pd-Si,Si0.10,20000,job2,False
Pd-Si,Si0.10,20000,job3,False
Pd-Si,Si0.10,20000,job6,False
Pd-Si,Si0.10,20000,job8,False
Pd-Si,Si0.10,20000,job7,False
Pd-Si,Si0.10,20000,job5,False
Pd-Si,Si0.10,20000,job9,False
Pd-Si,Si0.10,20000,job4,False
Pd-Si,Si0.10,20000,job10,False
Pd-Si,Si0.10,50000,job1,False
Pd-Si,Si0.10,50000,job2,False
Pd-Si,Si0.10,50000,job3,False
Pd-Si,Si0.10,50000,job6,False
Pd-Si,Si0.10,50000,job8,False
Pd-Si,Si0.10,50000,job7,False
Pd-Si,Si0.10,50000,job5,False
Pd-Si,Si0.10,50000,job9,False
Pd-Si,Si0.10,50000,job4,False
Pd-Si,Si0.10,50000,job10,False
Pd-Si,Si0.10,66667,job1,False
Pd-Si,Si0.10,66667,job2,False
Pd-Si,Si0.10,66667,job3,False
Pd-Si,Si0.10,66667,job6,False
Pd-Si,Si0.10,66667,job8,False
Pd-Si,Si0.10,66667,job7,False
Pd-Si,Si0.10,66667,job5,False
Pd-Si,Si0.10,66667,job9,False
Pd-Si,Si0.10,66667,job4,False
Pd-Si,Si0.10,66667,job10,False
Pd-Si,Si0.04,667,job1,False
Pd-Si,Si0.04,667,job2,False
Pd-Si,Si0.04,667,job3,False
Pd-Si,Si0.04,667,job6,False
Pd-Si,Si0.04,667,job8,False
Pd-Si,Si0.04,667,job7,False
Pd-Si,Si0.04,667,job5,False
Pd-Si,Si0.04,667,job9,False
Pd-Si,Si0.04,667,job4,False
Pd-Si,Si0.04,667,job10,False
Pd-Si,Si0.04,1000,job1,False
Pd-Si,Si0.04,1000,job2,False
Pd-Si,Si0.04,1000,job3,False
Pd-Si,Si0.04,1000,job6,False
Pd-Si,Si0.04,1000,job8,False
Pd-Si,Si0.04,1000,job7,False
Pd-Si,Si0.04,1000,job5,False
Pd-Si,Si0.04,1000,job9,False
Pd-Si,Si0.04,1000,job4,False
Pd-Si,Si0.04,1000,job10,False
Pd-Si,Si0.04,5000,job1,False
Pd-Si,Si0.04,5000,job2,False
Pd-Si,Si0.04,5000,job3,False
Pd-Si,Si0.04,5000,job6,False
Pd-Si,Si0.04,5000,job8,False
Pd-Si,Si0.04,5000,job7,False
Pd-Si,Si0.04,5000,job5,False
Pd-Si,Si0.04,5000,job9,False
Pd-Si,Si0.04,5000,job4,False
Pd-Si,Si0.04,5000,job10,False
Pd-Si,Si0.04,2000,job1,False
Pd-Si,Si0.04,2000,job2,False
Pd-Si,Si0.04,2000,job3,False
Pd-Si,Si0.04,2000,job6,False
Pd-Si,Si0.04,2000,job8,False
Pd-Si,Si0.04,2000,job7,False
Pd-Si,Si0.04,2000,job5,False
Pd-Si,Si0.04,2000,job9,False
Pd-Si,Si0.04,2000,job4,False
Pd-Si,Si0.04,2000,job10,False
Pd-Si,Si0.04,6667,job1,False
Pd-Si,Si0.04,6667,job2,False
Pd-Si,Si0.04,6667,job3,False
Pd-Si,Si0.04,6667,job6,False
Pd-Si,Si0.04,6667,job8,False
Pd-Si,Si0.04,6667,job7,False
Pd-Si,Si0.04,6667,job5,False
Pd-Si,Si0.04,6667,job9,False
Pd-Si,Si0.04,6667,job4,False
Pd-Si,Si0.04,6667,job10,False
Pd-Si,Si0.04,10000,job1,False
Pd-Si,Si0.04,10000,job2,False
Pd-Si,Si0.04,10000,job3,False
Pd-Si,Si0.04,10000,job6,False
Pd-Si,Si0.04,10000,job8,False
Pd-Si,Si0.04,10000,job7,False
Pd-Si,Si0.04,10000,job5,False
Pd-Si,Si0.04,10000,job9,False
Pd-Si,Si0.04,10000,job4,False
Pd-Si,Si0.04,10000,job10,False
Pd-Si,Si0.04,20000,job1,False
Pd-Si,Si0.04,20000,job2,False
Pd-Si,Si0.04,20000,job3,False
Pd-Si,Si0.04,20000,job6,False
Pd-Si,Si0.04,20000,job8,False
Pd-Si,Si0.04,20000,job7,False
Pd-Si,Si0.04,20000,job5,False
Pd-Si,Si0.04,20000,job9,False
Pd-Si,Si0.04,20000,job4,False
Pd-Si,Si0.04,20000,job10,False
Pd-Si,Si0.04,50000,job1,True
Pd-Si,Si0.04,50000,job2,False
Pd-Si,Si0.04,50000,job3,False
Pd-Si,Si0.04,50000,job6,False
Pd-Si,Si0.04,50000,job8,False
Pd-Si,Si0.04,50000,job7,False
Pd-Si,Si0.04,50000,job5,False
Pd-Si,Si0.04,50000,job9,False
Pd-Si,Si0.04,50000,job4,False
Pd-Si,Si0.04,50000,job10,False
Pd-Si,Si0.04,66667,job1,True
Pd-Si,Si0.04,66667,job2,False
Pd-Si,Si0.04,66667,job3,False
Pd-Si,Si0.04,66667,job6,False
Pd-Si,Si0.04,66667,job8,False
Pd-Si,Si0.04,66667,job7,True
Pd-Si,Si0.04,66667,job5,False
Pd-Si,Si0.04,66667,job9,False
Pd-Si,Si0.04,66667,job4,True
Pd-Si,Si0.04,66667,job10,False
Pd-Si,Si0.08,667,job1,False
Pd-Si,Si0.08,667,job2,False
Pd-Si,Si0.08,667,job3,False
Pd-Si,Si0.08,667,job6,False
Pd-Si,Si0.08,667,job8,False
Pd-Si,Si0.08,667,job7,False
Pd-Si,Si0.08,667,job5,False
Pd-Si,Si0.08,667,job9,False
Pd-Si,Si0.08,667,job4,False
Pd-Si,Si0.08,667,job10,False
Pd-Si,Si0.08,1000,job1,False
Pd-Si,Si0.08,1000,job2,False
Pd-Si,Si0.08,1000,job3,False
Pd-Si,Si0.08,1000,job6,False
Pd-Si,Si0.08,1000,job8,False
Pd-Si,Si0.08,1000,job7,False
Pd-Si,Si0.08,1000,job5,False
Pd-Si,Si0.08,1000,job9,False
Pd-Si,Si0.08,1000,job4,False
Pd-Si,Si0.08,1000,job10,False
Pd-Si,Si0.08,5000,job1,False
Pd-Si,Si0.08,5000,job2,False
Pd-Si,Si0.08,5000,job3,False
Pd-Si,Si0.08,5000,job6,False
Pd-Si,Si0.08,5000,job8,False
Pd-Si,Si0.08,5000,job7,False
Pd-Si,Si0.08,5000,job5,False
Pd-Si,Si0.08,5000,job9,False
Pd-Si,Si0.08,5000,job4,False
Pd-Si,Si0.08,5000,job10,False
Pd-Si,Si0.08,2000,job1,False
Pd-Si,Si0.08,2000,job2,False
Pd-Si,Si0.08,2000,job3,False
Pd-Si,Si0.08,2000,job6,False
Pd-Si,Si0.08,2000,job8,False
Pd-Si,Si0.08,2000,job7,False
Pd-Si,Si0.08,2000,job5,False
Pd-Si,Si0.08,2000,job9,False
Pd-Si,Si0.08,2000,job4,False
Pd-Si,Si0.08,2000,job10,False
Pd-Si,Si0.08,6667,job1,False
Pd-Si,Si0.08,6667,job2,False
Pd-Si,Si0.08,6667,job3,False
Pd-Si,Si0.08,6667,job6,False
Pd-Si,Si0.08,6667,job8,False
Pd-Si,Si0.08,6667,job7,False
Pd-Si,Si0.08,6667,job5,False
Pd-Si,Si0.08,6667,job9,False
Pd-Si,Si0.08,6667,job4,False
Pd-Si,Si0.08,6667,job10,False
Pd-Si,Si0.08,10000,job1,False
Pd-Si,Si0.08,10000,job2,False
Pd-Si,Si0.08,10000,job3,False
Pd-Si,Si0.08,10000,job6,False
Pd-Si,Si0.08,10000,job8,False
Pd-Si,Si0.08,10000,job7,False
Pd-Si,Si0.08,10000,job5,False
Pd-Si,Si0.08,10000,job9,False
Pd-Si,Si0.08,10000,job4,False
Pd-Si,Si0.08,10000,job10,False
Pd-Si,Si0.08,20000,job1,False
Pd-Si,Si0.08,20000,job2,False
Pd-Si,Si0.08,20000,job3,False
Pd-Si,Si0.08,20000,job6,False
Pd-Si,Si0.08,20000,job8,False
Pd-Si,Si0.08,20000,job7,False
Pd-Si,Si0.08,20000,job5,False
Pd-Si,Si0.08,20000,job9,False
Pd-Si,Si0.08,20000,job4,False
Pd-Si,Si0.08,20000,job10,False
Pd-Si,Si0.08,50000,job1,False
Pd-Si,Si0.08,50000,job2,False
Pd-Si,Si0.08,50000,job3,False
Pd-Si,Si0.08,50000,job6,False
Pd-Si,Si0.08,50000,job8,False
Pd-Si,Si0.08,50000,job7,False
Pd-Si,Si0.08,50000,job5,False
Pd-Si,Si0.08,50000,job9,False
Pd-Si,Si0.08,50000,job4,False
Pd-Si,Si0.08,50000,job10,False
Pd-Si,Si0.08,66667,job1,False
Pd-Si,Si0.08,66667,job2,False
Pd-Si,Si0.08,66667,job3,False
Pd-Si,Si0.08,66667,job6,False
Pd-Si,Si0.08,66667,job8,False
Pd-Si,Si0.08,66667,job7,False
Pd-Si,Si0.08,66667,job5,False
Pd-Si,Si0.08,66667,job9,False
Pd-Si,Si0.08,66667,job4,False
Pd-Si,Si0.08,66667,job10,False
Pd-Si,Si0.06,667,job1,False
Pd-Si,Si0.06,667,job2,False
Pd-Si,Si0.06,667,job3,False
Pd-Si,Si0.06,667,job6,False
Pd-Si,Si0.06,667,job8,False
Pd-Si,Si0.06,667,job7,False
Pd-Si,Si0.06,667,job5,False
Pd-Si,Si0.06,667,job9,False
Pd-Si,Si0.06,667,job4,False
Pd-Si,Si0.06,667,job10,False
Pd-Si,Si0.06,1000,job1,False
Pd-Si,Si0.06,1000,job2,False
Pd-Si,Si0.06,1000,job3,False
Pd-Si,Si0.06,1000,job6,False
Pd-Si,Si0.06,1000,job8,False
Pd-Si,Si0.06,1000,job7,False
Pd-Si,Si0.06,1000,job5,False
Pd-Si,Si0.06,1000,job9,False
Pd-Si,Si0.06,1000,job4,False
Pd-Si,Si0.06,1000,job10,False
Pd-Si,Si0.06,5000,job1,False
Pd-Si,Si0.06,5000,job2,False
Pd-Si,Si0.06,5000,job3,False
Pd-Si,Si0.06,5000,job6,False
Pd-Si,Si0.06,5000,job8,False
Pd-Si,Si0.06,5000,job7,False
Pd-Si,Si0.06,5000,job5,False
Pd-Si,Si0.06,5000,job9,False
Pd-Si,Si0.06,5000,job4,False
Pd-Si,Si0.06,5000,job10,False
Pd-Si,Si0.06,2000,job1,False
Pd-Si,Si0.06,2000,job2,False
Pd-Si,Si0.06,2000,job3,False
Pd-Si,Si0.06,2000,job6,False
Pd-Si,Si0.06,2000,job8,False
Pd-Si,Si0.06,2000,job7,False
Pd-Si,Si0.06,2000,job5,False
Pd-Si,Si0.06,2000,job9,False
Pd-Si,Si0.06,2000,job4,False
Pd-Si,Si0.06,2000,job10,False
Pd-Si,Si0.06,6667,job1,False
Pd-Si,Si0.06,6667,job2,False
Pd-Si,Si0.06,6667,job3,False
Pd-Si,Si0.06,6667,job6,False
Pd-Si,Si0.06,6667,job8,False
Pd-Si,Si0.06,6667,job7,False
